Card Name,Card Link,Card ID,archive,Information through ATE,It can be taken to EREN,Danger type 3.,Danger type 2.,Hazard type,Hazard characterization,Keywords,2. FILTRATION,Information is ready,"Document, publication related to the case 2.",Information source name/affiliation,Primary source of information,"Document, publication related to the case",Action taken,Additional measures,2. FILTER Are risk management options known?,2. FILTER Severity,2. FILTER Measure,2. FILTER Proximity in time,2. FILTRATION Groundedness,Total score of SCREENING 2,1. FILTRATION,2. RESULT OF FILTERING,Result of FILTER 1,Pre-screening,It requires confidential case management,Event type,Regularity of revaluation,"Document, publication related to the case 3.",What driver affects it?,Driver effect,1. Justification of FILTERING,Date of event (appearance of risk).,Date of access to information,Description of action,What is the reason for the increased exposure/sensitivity?,Signal,Notifiable body,Rationale for pre-screening,DRIVERs 1,HAZARDcat 1,PRODUCT 1,EREN status,HAZARDcat 2,PRODcat 2,DRIVERs 2,SOME information,2. Justification of FILTERING,It must be indicated as a partner institution,Unnamed: 53
County starts spraying Mwea rice farms to eradicate invasive snails,https://trello.com/c/64e459b3e516a43b990cebd2,64e459b3e516a43b990cebd2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin D may reduce diabetes risk,https://trello.com/c/64d39dbb31ee972364899b1a,64d39dbb31ee972364899b1a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bisphenol-free inner coating for beverage can lids,https://trello.com/c/649a9bff1628a0a0ee70b33d,649a9bff1628a0a0ee70b33d,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirming the safety of genetically edited allergen-free eggs,https://trello.com/c/64954935590c20529ecabc69,64954935590c20529ecabc69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISPR salads – greens made tastier by gene editing – head to market from Durham startup,https://trello.com/c/64954916b6acc356d51a5468,64954916b6acc356d51a5468,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOU can now eat pigs genetically modified using CRISPR: FDA approves altered German-style sausages to be sold at restaurants and grocery stores,https://trello.com/c/647edbe9f193a698a2ac3f1f,647edbe9f193a698a2ac3f1f,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tweaking Vegetables’ Genes Could Make Them Tastier—And You’ll Get to Try Them Soon,https://trello.com/c/647edb43b704438e5df347f8,647edb43b704438e5df347f8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EPA report on neonics proves US has ‘five-alarm fire’ on its hands, green groups say",https://trello.com/c/647eda762bc1fd42b9a52741,647eda762bc1fd42b9a52741,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How dormant bacteria come back to life,https://trello.com/c/646c7fb8848bf912c7cf92a1,646c7fb8848bf912c7cf92a1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada releases updated policy on Listeria monocytogenes in ready-to-eat foods,https://trello.com/c/646c7f6bada501820c575ef6,646c7f6bada501820c575ef6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silicon Calcium Fertilizer Application and Foliar Spraying with Silicon Fertilizer Decreases Cadmium Uptake and Translocation in Rice Grown in Polluted Soil,https://trello.com/c/646c7ea3430f309ff71da10d,646c7ea3430f309ff71da10d,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is molecular farming a new lead in the hunt for more plant proteins?,https://trello.com/c/646c7da2f35e6c8dcec1c56e,646c7da2f35e6c8dcec1c56e,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bioprinted meat,https://trello.com/c/64632ddc5bef19c355e43700,64632ddc5bef19c355e43700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"First insights into antimicrobial resistance, toxigenic profiles, and genetic diversity in Bacillus cereus isolated from Chinese sausages",https://trello.com/c/6459ffc96159effa71502fcc,6459ffc96159effa71502fcc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drugs against drought,https://trello.com/c/644793f47399f92abff5b5ce,644793f47399f92abff5b5ce,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chilean Engineers Have Invented An Environmentally-Friendly Plastic Bag That Dissolves In Water,https://trello.com/c/643e5b95ac10f4004d9cb18c,643e5b95ac10f4004d9cb18c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development and Evaluation of a Novel-Thymol@Natural-Zeolite/Low-Density-Polyethylene Active Packaging Film: Applications for Pork Fillets Preservation,https://trello.com/c/6410422a39199a0ae402d6fc,6410422a39199a0ae402d6fc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Review on Recent Applications of Cold Plasma for Safe and Sustainable Food Production: Principles, Implementation, and Application Limits",https://trello.com/c/641041b50b02c4ece9e53578,641041b50b02c4ece9e53578,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application of Eugenol in Poultry to Control Salmonella Colonization and Spread,https://trello.com/c/6410416fcf12ca4032040a92,6410416fcf12ca4032040a92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scientists investigate chemicals in materials made with bamboo and wood,https://trello.com/c/63fdc2e0d5393dd1dd2d0e7e,63fdc2e0d5393dd1dd2d0e7e,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New unknown virus identified in France,https://trello.com/c/63fdc2acb856287fa053dedd,63fdc2acb856287fa053dedd,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrosynthesis: Efficient and Sustainable Means to Produce Ammonia,https://trello.com/c/63f47be71f49add6c31fbcb8,63f47be71f49add6c31fbcb8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Case of Mad Cow Disease Reported in the Netherlands,https://trello.com/c/63f47b8699db146944fe21de,63f47b8699db146944fe21de,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safety concerns regarding pangasius fish species,https://trello.com/c/63f479f68456aac1b13027cc,63f479f68456aac1b13027cc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expert reaction to study on association of nitrite additives with increased risk of type 2 diabetes,https://trello.com/c/63e20ccea4296d2b7a71f64e,63e20ccea4296d2b7a71f64e,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fungi as a Source of Edible Proteins and Animal Feed,https://trello.com/c/63db75a4d28b4aaf7c41aa8b,63db75a4d28b4aaf7c41aa8b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US ingredients company brings 'mushroom tech' to Europe,https://trello.com/c/63db74bc35f18423fe69ace2,63db74bc35f18423fe69ace2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral oil-free inks,https://trello.com/c/63db74361f4755b0d1fad783,63db74361f4755b0d1fad783,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start-ups brew up fermented alternatives to unsustainable palm oil,https://trello.com/c/63cf9ed6da415d894f258efe,63cf9ed6da415d894f258efe,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mars Moves To Paper Packaging,https://trello.com/c/63cf9e02729c8d5dece73cc2,63cf9e02729c8d5dece73cc2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food safety risks of nitrosamines,https://trello.com/c/63cf9d97ce6999876a14ef2c,63cf9d97ce6999876a14ef2c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biocontrol techniques in mitigating aflatoxin contamination,https://trello.com/c/63cf9ce9af73c827a485e3bf,63cf9ce9af73c827a485e3bf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cows That Ate Hemp Produced Milk With THC and CBD,https://trello.com/c/63c5bcdda40aef0168e99f8d,63c5bcdda40aef0168e99f8d,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Trends Driving Nutrition Innovation in 2023,https://trello.com/c/63a0653c51fab201e2a815d4,63a0653c51fab201e2a815d4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Money worries are increasing food safety risks, according to FSA research",https://trello.com/c/638f0f57903a9c03ae90c00a,638f0f57903a9c03ae90c00a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Could You Be Reacting to Corn?,https://trello.com/c/636a2c1bc806a400dec60fc1,636a2c1bc806a400dec60fc1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genetically modified mosquitoes to vaccinate on a large scale?,https://trello.com/c/636a2bba9177bc00c90304de,636a2bba9177bc00c90304de,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commission adopts new rules to fastrack approval of biological pesticides,https://trello.com/c/634e46cd2f572e01a0314249,634e46cd2f572e01a0314249,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center For Food Safety Asks Court To Overturn EPA Approval Of Toxic Fungicide,https://trello.com/c/633bed1b062a8804541155cd,633bed1b062a8804541155cd,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGO takes legal action over re-approval of 'toxic' insecticide,https://trello.com/c/633bec6bb6159d03ffbf5857,633bec6bb6159d03ffbf5857,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Laser Sintering Material,https://trello.com/c/633beb386099230030ce28a6,633beb386099230030ce28a6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laser-extracted cold-brew coffee,https://trello.com/c/630890b9764f4800663ab791,630890b9764f4800663ab791,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exploring arcobacter risk to the food industry and human health,https://trello.com/c/62fb915ef4da740ea3fee8f7,62fb915ef4da740ea3fee8f7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effects of Cinnamon Essential Oil on Oxidative Damage and Outer Membrane Protein Genes of Salmonella enteritidis Cells,https://trello.com/c/62fb90ac1107946aaa796498,62fb90ac1107946aaa796498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spread of Burkholderia pseudomallei,https://trello.com/c/62fb905176b7f847d0a1021b,62fb905176b7f847d0a1021b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecstasy in champagne,https://trello.com/c/62cd43bb1b29461f54f94815,62cd43bb1b29461f54f94815,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fish intake and risk of melanoma,https://trello.com/c/62cd4393f8e7ae203de32eae,62cd4393f8e7ae203de32eae,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhibition of Aflatoxins Production by Natural Essential Oils,https://trello.com/c/62cd4370c2bb3a1f7c3634b0,62cd4370c2bb3a1f7c3634b0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essential Oil against Pectobacterium carotovorum,https://trello.com/c/62cd42cebfd5246ed98b9301,62cd42cebfd5246ed98b9301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactic Acid Isolated from Food Waste,https://trello.com/c/62cd42c6b9b5ef5c6340fb2b,62cd42c6b9b5ef5c6340fb2b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bioactive zein/chitosan systems loaded with essential oils for food-packaging,https://trello.com/c/62cd428e83b89755d3c85fd3,62cd428e83b89755d3c85fd3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmonella in ispaghula husk (Plantago ovata Forssk),https://trello.com/c/629f4378e602bc71d20b8d02,629f4378e602bc71d20b8d02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell-cultured human breast milk,https://trello.com/c/628f5eeaa787974fa596902b,628f5eeaa787974fa596902b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis type 41 F in children,https://trello.com/c/628f5ecca2ca2f2500b4e79a,628f5ecca2ca2f2500b4e79a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin K2 Reverses Cognitive Deterioration,https://trello.com/c/628f5e7aa82a4311248290b1,628f5e7aa82a4311248290b1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increasing number of intoxications by the mushroom Chlorophyllum molybdites in Italy (M0172),https://trello.com/c/628f518b937f7f497e9559a1,628f518b937f7f497e9559a1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic cannabinoids in food (M0170),https://trello.com/c/628f500d4ba43e6a0fc6ec5e,628f500d4ba43e6a0fc6ec5e,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacterial microbiota of edible insects,https://trello.com/c/627a18e49b23f65325cb4eac,627a18e49b23f65325cb4eac,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veganism as a new trend in pets,https://trello.com/c/626fc5012a17e487187fead3,626fc5012a17e487187fead3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UV technology for safe pasteurisation,https://trello.com/c/62555b00aaaddd2af36f6217,62555b00aaaddd2af36f6217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Nanoparticle on Biofilm Formation by Clostridium perfringens,https://trello.com/c/6246ac7030037a11652f210a,6246ac7030037a11652f210a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cow-free proteins,https://trello.com/c/6246ac39064ec633a7aeb571,6246ac39064ec633a7aeb571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cashew apple juice and milk compatibility,https://trello.com/c/6246ac0cc1f01b352939f4f2,6246ac0cc1f01b352939f4f2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World's first cultivated bacon and pork belly,https://trello.com/c/623c59ff18252c2d6e2bf528,623c59ff18252c2d6e2bf528,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plant-based eggs,https://trello.com/c/623c587ba01f40404b951b13,623c587ba01f40404b951b13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microplastics eaten by people via their food cause damage to human cells, including cell death",https://trello.com/c/623b53d601499d1a36abc288,623b53d601499d1a36abc288,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Study highlights raw pet food as emerging source of human infection,https://trello.com/c/623b52ead96a5b4050188a48,623b52ead96a5b4050188a48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Listeria in mushroom products - growing exposure,https://trello.com/c/623b4f956af70c70649c779c,623b4f956af70c70649c779c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmonella outbreak in USA possibly from cilantro and lime sources,https://trello.com/c/623b4f49f54072600c70319f,623b4f49f54072600c70319f,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak of Listeria Infections Linked to Enoki Mushrooms,https://trello.com/c/623b4e65c52f198205f3d482,623b4e65c52f198205f3d482,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leafy green products recalled due to Listeria monocytogenes,https://trello.com/c/623b4dcbf7d7992eb1462835,623b4dcbf7d7992eb1462835,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak of Salmonella Enteritidis Infections Linked to Peaches,https://trello.com/c/623b4d5ca017a92159f88e79,623b4d5ca017a92159f88e79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increasing consumption of crocodile meat,https://trello.com/c/61e9667a4014c7171929b2ce,61e9667a4014c7171929b2ce,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas aeruginosa in liquid probiotics,https://trello.com/c/61e95119a5b9e70b379b1130,61e95119a5b9e70b379b1130,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-melting ice developed for use in food industry,https://trello.com/c/61b105f120e9662936a75418,61b105f120e9662936a75418,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bovine besnoitiosis,https://trello.com/c/619cdc7e11784c782b23c5c7,619cdc7e11784c782b23c5c7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increasing exposure of Listeria in mushrooms?,https://trello.com/c/61951bbf7b868b0a41992c9c,61951bbf7b868b0a41992c9c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoglycin A (HGA) in cowmilk,https://trello.com/c/618e3cfda46b570512bdf1cc,618e3cfda46b570512bdf1cc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High vitamin D content in dog food,https://trello.com/c/6177d9cdfce566429da5612d,6177d9cdfce566429da5612d,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmonella in sea salt with herbs,https://trello.com/c/616ebf4598931c0f6438574a,616ebf4598931c0f6438574a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticide and Zika,https://trello.com/c/616ebb1095ec6a8a9e6c937c,616ebb1095ec6a8a9e6c937c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liver failure and death in dogs in Australia,https://trello.com/c/6135f6a3ad863364695bdc6c,6135f6a3ad863364695bdc6c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In A World First, Scientists Made Human Milk Outside of the Breast",https://trello.com/c/60dc579e47f141294778a389,60dc579e47f141294778a389,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increasing the shelf life of raw meat in relation to food waste,https://trello.com/c/60d4837cc94fcf8d109f4b0f,60d4837cc94fcf8d109f4b0f,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plastic flows into the seas from unnamed Asian rivers - 444,https://trello.com/c/60919e739ed98376bff23336,60919e739ed98376bff23336,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbial protein,https://trello.com/c/608804a84c162f507c809ebc,608804a84c162f507c809ebc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmonella in freshwater,https://trello.com/c/6062f8c03256142398bf33e6,6062f8c03256142398bf33e6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edible flowers,https://trello.com/c/605b0f4812e9a613cefcd62a,605b0f4812e9a613cefcd62a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recycled polystyrene for food packaging,https://trello.com/c/603e1a888fe0d587f93de214,603e1a888fe0d587f93de214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prediction of soilborne pathogens due to climate change,https://trello.com/c/60363cf3db57ee75e3433329,60363cf3db57ee75e3433329,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link between biodiversity loss and the increasing spread of zoonotic diseases,https://trello.com/c/600fe3444e41d35e34a13141,600fe3444e41d35e34a13141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impacts of climate change on marine life - summary material,https://trello.com/c/600863604780436fe2a2ca59,600863604780436fe2a2ca59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM salmon,https://trello.com/c/5fe1eaba7ec9d41d7c4714aa,5fe1eaba7ec9d41d7c4714aa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow disease of sugar beet,https://trello.com/c/5fe0a9bdafcb3f1af51d4310,5fe0a9bdafcb3f1af51d4310,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato - new disinfectant spray against pathogens,https://trello.com/c/5f6b3521972992124c0b202a,5f6b3521972992124c0b202a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exposure to pesticides increases the chance of developing resistance,https://trello.com/c/5f22bcaa348b2d8e2a7467dd,5f22bcaa348b2d8e2a7467dd,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development of cell-based milk,https://trello.com/c/5f0ef046a938483a38511c59,5f0ef046a938483a38511c59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banning the active substance dicamba acid in the USA,https://trello.com/c/5f0eeb6f70f4248c1067b8c4,5f0eeb6f70f4248c1067b8c4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracking microbes with DNA barcode,https://trello.com/c/5f07131da0c7721d28b6441f,5f07131da0c7721d28b6441f,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Counterfeit Chinese formula (fake news?),https://trello.com/c/5f071295ebb4f2640f5964c7,5f071295ebb4f2640f5964c7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMO cotton for human consumption,https://trello.com/c/5e2ae08d1b2d6789ad2a4422,5e2ae08d1b2d6789ad2a4422,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of rice bran in infants and young children,https://trello.com/c/5e2ae060c96a9d125246b501,5e2ae060c96a9d125246b501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patulin and chlorpyrifos - cumulative toxicological effect,https://trello.com/c/5e2ae02855e0cf0b59726ec0,5e2ae02855e0cf0b59726ec0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of the leaves of the moringa tree raises safety concerns,https://trello.com/c/5e1db6dedbed56346a8ce702,5e1db6dedbed56346a8ce702,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berberine,https://trello.com/c/5dd65dd113ee344142c85a7e,5dd65dd113ee344142c85a7e,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deadly dog disease in Norway,https://trello.com/c/5dd65baf0356d8725300edb1,5dd65baf0356d8725300edb1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duckweed- the new superfood?,https://trello.com/c/5d42e296d639ae5649c5c2a1,5d42e296d639ae5649c5c2a1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tert-butyl alcohol contamination in alcoholic beverages in Australia,https://trello.com/c/5d1efd026862dd8c4f82f4e6,5d1efd026862dd8c4f82f4e6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato brown rugose fruit virus,https://trello.com/c/5cff6784839fb57c36e75466,5cff6784839fb57c36e75466,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flour and other products made from coffee grounds,https://trello.com/c/5cee4f9037d4f31097c0b3b9,5cee4f9037d4f31097c0b3b9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The entry of Salmonella strains into the bloodstream,https://trello.com/c/5ccda4127206631f4db70dac,5ccda4127206631f4db70dac,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNA spray against potato beetle (RNAi),https://trello.com/c/5cae012896fc120c32c68aeb,5cae012896fc120c32c68aeb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Use of nanoemulsion in the food sector,https://trello.com/c/5cadff97cf26af641cebf326,5cadff97cf26af641cebf326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harmful effects of certain herbal teas (Black cohosh) on the liver,https://trello.com/c/5cadfd889402148274f003b9,5cadfd889402148274f003b9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential increased levels of pesticides used against mosquitoes due to Zika virus in imported food from South American countries,https://trello.com/c/5cadfa592866b96b0b55d5b8,5cadfa592866b96b0b55d5b8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community food distributors and collection points,https://trello.com/c/5cadec3a98a63126f678ef6e,5cadec3a98a63126f678ef6e,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undeclared male enhancement drugs in various herbal products,https://trello.com/c/5cacdd2572384e8b17de7b1b,5cacdd2572384e8b17de7b1b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
